text,type
да  у мы с рыжеть странный дружба. с сторона мочь казаться  что мы ненавидеть друг друга))),1
rt @darya_artemyeva: @nurgaliyeva16 @_kvitochka  наииивная:dd,1
@robinwitaker нет. как же твой девочка без такой старосты?))),1
как приятно понимать что твой голова забитый один человечком. и как противно осознавать что сейчас сессия и мысль должный быть только о ней:(,0
rt @dulohiwerom: чоть я обдрищать  12 килограмм в один лапа 15 минута не потащить :-(,0
rt @cellar_door_ru: резко захотеться сходить в суши бар с @vera_sotieva и @katya_ptashka :(,0
@ana_core_sex солнце печет. очки сломать =(,0
@iriska666 да чё том не смешно... :( весь мозг вообще в хлам вынести :(,0
а ещё  похоже  я на этот ваштха селигер простудиться и заболеть :(,0
восемь...восемь! восемь!!! я никогда так хреновый контрольный  по химия не писала...плакать мой 10-ка за этот четверть((,0
иногда хотеться запереться от человек  общаться только с книжка  фильм  а с человек бывать как очень хорошо  так и очень тяжело(,0
решить сегодня читать сообщение весь тип который присылать трек или впаривать свой биты!!! ещё ни один нормального(((,0
вот хоть идти и покупать лазерный принтер для разводка плата =(,0
один снег в праге. да неужели...))) http://t.co/3h5u360kyx,1
ну вот  почти все. остаться только дать перекинуть :),1
у я на телефон какой - то сбой.. заходить в галерея а там у я нет ни фото ни видео=( надеяться у я получиться весь востонавить,0
а вот никто не догадаться  что это!?.... ;) http://t.co/a0nlvpmedp,1
так весь наверно пошлый спать( сладкое снов:(,0
бог это уже четыре мороженный за 20 минута что быть с мой горлом?:(,0
@andrey_mavrin нет я так не считать  а кто этот гражданин там собрать и весь это устроить  и ты что ездить этот проблема решать что ли?),1
место знакомый до боли: я тут в nfs гонял) а вообще я бы там прокатиться на такой роликах!,1
с ум сходить здаровой люди... а я и так сумасшедшая! ,1
@weaklinkmb я слишком лень вылезать из-под одъялка ради фанвидео  извини( давать тогда в другой день встраница @admiral_raccoon,0
@appleiam91 да есть тут личность  поведение который я огорчает((((,0
сегодня весь физмат есть мой торт. а я не оставить :(,0
rt @umkasmolyakova: 7777 твит посвящать как обычно любимый твиттерский @flexo4000 @nastyanoskova @lana_federal лучшие))),1
так ждать наш встреча а не че особенный не быть твой сухой привет и холодный взгляд в пустат :( #к дно,0
rt @gene_boo_1d: @yourbloood дин сёмкий (9((9(,0
урааа!!! сейчас перезвонить на мобильный и сказать  что пришлый уведомление о посылка из москвы. она пришлый  я ликую!:-))),1
rt @pedazyzuvab: да... давно сердце не болело. вдруг решить напомнить о себя  что оно есть. и уже какой день ныть  по вечер особенно.(((,0
@pidzhakshitova падсталом))) если так  то пестряков оставляем! бюджет выправит))) @e_premudraya @umnitsa_julia @normalniy,1
@anastasiya_buka ваха не я один такая. только у я 38.6 :(,0
не знать хотеть она это или нет((((((((ть думать что нет......,0
нет туннель больше( http://t.co/a9g358mvc1,0
xxx: у я сексуальный / расстройство / yyy: ты серьезно? / xxx: серьёзный некуда( / xxx: никто не дает! / расстраиваюсь...,0
@nemoniga а я вот знать :) мы на политический география рассказывать душечка гурин,1
расставаться с дорогой другом(( http://t.co/clwmbexjbx,0
в быть прикол  если я нг в минск проведу( пиздец,0
перед матч  в раздевалка #анжи надо г.махачев отправить  он они научить как играть..),1
rt @artem_klyushin: устать  как собака... выходной хотеть провести дом играть в онлайн игры:),1
сообщение прочитать и вот с самый утро плачу...;(,0
rt @supasokuxyx: о  внезапно в парка наблюдать свадебный фотосъемку. невеста — страшненький кореянка  но процесс забавен. :),1
еда на съёмка и даже не учить текст... потому что он нет)) только пальба  кровища  мочиловый и крики! крутотень!!,1
этот новый страница!!от другой пароль забыла!(,0
быть в пятница корпортаить — класс  проиграться в рулетка на виртуальный деньги. не настоящий конечно  но весь равно жалко :(,0
@sofyaefimova кто бы я заплетал. а сам я нормальный не могу:(,0
@sannia_20 да так...всех знакомый истеричка в лицо парень вспомнила(,0
@alex_gal1 она говорить  что уже трудно достать  они весь по коллекционер расплываются(,0
любить екатерина анатольевну:) огурчик помидорчик  весь дела) она с мы  как с равными:),1
rt @mozebixyxina: удручать скорость печать :(,0
надо написать эссе.. тема плюс и минус международный туризм не хочу...(( #homework,0
добрый утро  друзья.:) весь  хороший день и отличный настроения!,1
как-то не везти последний время с автобус в железногорск и обратно(,0
в 5 класс быть учиться  на радость англичанка нашей)),1
вот я когда рассказать тайна  у я груз не с душа  а на душу:((,0
время пересматривать viva la bam и jackass  черта побрать :) эх  годы-годы)),1
пожарить мяско с зелень и сыром)))мм)сейчас быть кушать**приятный я аппетита***,1
этаж марс  2 этаж филипс  4 этаж юнилевера  офисный планктон в белых рубашка с крайне деловой видом.. беее( у я аллергия на планктон,0
rt @ibukeryfij: после продолжительный перерыв сообщать  что блог не забытый  быть писать сообщение :),1
прислать гость :) :) сидеть на кухня в темнота  чтобы я никто не трогать :) :) :) :) ненавидеть гость :) :) :) хотеть спать :) :),1
стиральный машина сойти с ум и выплёвывать вода через тот штука в который порошочек насыпать :d,1
ох  как же я быть рада поведаться с весь в школе. это чувство ностальгия по тот беззаботный времени(,0
@dariiiam хах быть но после 4 уйти ахах надеяться завтра после 6го тоже отпустить  а то у я история а учить так впадло(,0
"марк пеллегрино в ""чаке""  вот тоже чувак в весь сериал засветиться  где только мог))))))))))))))))) http://t.co/mm3mlghmuz",1
@lucky_borya2 они отходить  я надо новые(,0
rt @kmayys: @homa_schewe попросить прощение  если виноватый ты...мочь простит),1
#утро добрый не бывать если надо прощаться с кроватка :((,0
@day_cher не убивать я только  я сессия и так убьет:(:(:(,0
а разве ты сам не пример человек  чей разум полностью контролироваться сми? — чёрт  до ты можно достучатся? :) http://t.co/2dlf4irrvi,1
вечерний анекдот) - девушка  а можно пригласить вы в кино? - а чем вы мальдивы не нравятся?,1
быть на лёве. о я убиться насмерть вражеский т-50. :),1
хорош настроение теперь на весь день :)) частый бы так :),1
пересмотреть #марлиия в конец печалька..._(( сидеть теперь ,0
сук заебал этот чёрный полоса!! съестись уже!!! потерять сразу 2 родные человека!!!!!!!(((((((((((((((((((((,0
@vorobievaya и слава бог  что пропустить  ир..(,0
дружеский ревность  пожалуй  страшный люба другой. не мочь больше:(,0
@makarik14 ой забыл(((ть про весь забыл((ть плохой... мочь на каникулы подойти к тебе^^,0
rt @___therapy: я никто не отвечать взаимность ахах(((,0
нано стричься в прямой эфире. трансляция из прага :3 плач и смеемся),1
@lenyshanyan с печь наверно ибо большой не с кем(,0
офигенный день! день позитива) бегать как идиот целый день! танец офигенный  хоть я и ракать но я очень понравилось!,1
крис же должный что-то рассказать/сделать сегодня? пусть это не быть связанный с у &gt;:(,0
ипать как же бесить этот школа и одноклассник и ещё я хотеть есть:(,0
ну а теперь можно и идти спать с спокойный душой. хороший сон народ. добрый ночи! =),1
цитрусовый яйцо клубника малин дыня  кофе помидор мёд молоко копчёный изделие манный каша рыба шоколад.нельзя как я быть жить без этого:((,0
ох  как домашний дело и работа отвлекать от интернет !...)),1
дать редкий карта в хартстоуне. я хотеть деньга  а не блайндбэг(,0
@dietsgirl ноу с дюкан у я не сложиться ща 6 лепестковый а после на боннский),1
черта :( расхотеться спать. кинуть что-нибудь интересный посмотреть,0
rt @wukojywijexu: не знать как у вы  а у я с смайлом о_о однозначный чёткий ассоциация — катушечный магнитофон.,0
@nick_abrikosov добрый! :) что-то давно ты здесь не было..,1
@oliakosyreva бывать но у мы скукотище сейчас :(,0
rt @katrin1d: @stasyaa97 даа химия я не забыть ахи я тоже быть скучаать;) http://t.co/ytqnmicdje,1
@lgerd я заява написать  но скорее всего до задница =(,0
гора ошибка не прощают! я наверное вернуться с чем нибыть сломанным(,0
@ice_gais мдя  утро начинаться не с кофе( в кино то сходила?,0
26 год  а я не уметь вправлять одеяло в пододеяльник :(,0
позвать я кто то куда то завтра погулять  надоесть сидеть дом :(,0
rt @culytitobuj: свершиться  вот он  этот день спорт и здоровья. и я он полупрогуливаю. стоять с фотик и препод  наблюдать :-),1
rt @picylilywov: ещё один флешек на шея %) теперь у я с себя быть 3 флешки.,1
rt @lodoisambuu: хүүхдийна цэцэрлэгийна байрыг хүнд түрээслүүлж баар караоке болгосон мүэхо болье оо. чд-том 4000 хүүхэда цэцэрлэггүть бга :( http…,0
сейчас создать в плеер папка с подходящий трап музыка и весь дорога быть представлять типо я на мий классный вписка ((((,0
rt @gubugypomoz: - а ты толстой не станешь? - пожрать увидим))),1
rt @irishkaaa1d: @tania1dfamily пока) сладкое сон :з #mtvstars one direction,1
@nastju_wa ты тоже сделать такой лицо  что хотеть съесть его....мочь перехотеть :d,1
офигенный день! день позитива) бегать как идиот целый день! танец офигенный  хоть я и ракать но я очень понравилось!,1
да я прям сам стайлс! / p.s глянуть на кола в процент зарядки) http://t.co/o1zzrnakaj,1
двойной сальто назад я достать за это утро(,0
кароко в наш город 9 быть олимпийский огонь и мы с подруга хотеть пробежать кросс с они :d http://t.co/fiq8r9ijrd,1
черта с два я ещё раз связаться с http://t.co/mgrzdxgy3p! деньга за доставка снять  а трекинг номер не дать ;(,0
дааа!дааааааааа!ть сделать это!даааааааааа!с композиция покончено!!!!!!!!!))))),1
rt @qududunyboq: карта  деньга  два ствола! карта есть! где достать остальное? :),1
мда  с помощь шуроповерт не повесить полочка =(,0
rt @caquvuqukati: интересно  а wspa платить большой  чем правительство черногория ;)?,1
@altanatsoy @tamara_song я быть талисман   зря уйти (,0
сегодня суббота я должный спать.ный нет же мы ебануть идти ебашить в хоккей),1
папа: -хорошо ты  завтра в школа идти  а вот я спать до обед спасибо :(,0
rt @xabuwafywewe: почему жталк для мобила удобный оный для планшетов?),1
ооотличнооо  посиделии)) спасибо весь за крутой вечер)),1
@alenaaayo но диана упрямый  поэтому она никогда не слушать :d,1
мечта перед сон сбываются) спасибо;) http://t.co/5o13lhkkpk,1
@be_my_detonator =( я идти туда и проверить он свой глаз,0
сейчас с лавэма не оч  телефон сломаться  хотеть купить кольцо  но поход пока прийдеться отложить (,0
rt @insider_ua: @ukrpravda_news @mdobkin @batkivshchyna да  історичні перепалки. миша  ты тоже никто не подаст!:),1
"появиться новый тег. а ещё радовать музыка :) спс очень классно в дождь слушать. а ещё вот ""wolf myer orchestra"" :)",1
рука не чувствовать  нога не чувствовать  но весь быть классно) #happy,1
надо ещё сладкое купить с: скоро же этот отправлять:),1
я срочно нужный электрик или тот кто разбираться в весь электрический хрень ибо я большой не мочь сидеть в темноте((,0
@zironko если не сказать что совсем нет (,0
@uristochka весь день проваляться дома! но думать имя не суждено сбыться:(,0
мы писать статус на обозрение тысяча  / и зачастую всего лишь для один / человек  который он так и не заметит...:(,0
спасибо папа за предоставить финансы) самый ахуенный человек на земле),1
спасти кто нибудь. не хотеть по английский оценка портить:-(,0
репеть по инглишить ну нифига не понимать это даже сложный чем химия(,0
вот опять дом одн:( какой то два час и ты большой нет рядом:( http://t.co/lztfmbanrm,0
очень за германия рада  наконец-то подиум!) #biathlon #биатлон,1
@cristal_013 хз..без они у я вообще приступ паники(,0
rt @evgeniyvlad: @mad_shepard слушать и балдеть от интересный голос это пингвинчика),1
возбудить уголовный дело за снос памятник ленин на площадь в киев (,0
@infernosila тут ващий адов замес  мы с домино к ты закатить на неделька приколим чо как)))),1
@strinadkin оригинально!) я как то не думать имя отвечать!))) мочь теперь познакомиться с кто нибыть у кто есть чувство юмор и он ответит)),1
а я  кстати  осуществить свой давний мечта и покачаться на цепь ограда гума. но вы не понять :(,0
у весь выходной   весь гулять быть ... а я нет (,0
@carne_nasse хаххахах только если это:-d свадьба ниама особенно вправить мозги основательно,1
@dianapalicina долго объяснять:((( весь плохо вот,0
rt @eugeneshurapov: ебать  у я почерк  как у первоклассника(,0
ааааа  как настроить телефон так  чтобы приложение из гугл маркета устанавливаться занимать память карта памяти-никак (,0
я в печали. не получиться вчера премьера хоббит посмотреть :(,0
@benderbr_rb @pan_demetrius @alex_leit @lord_brevno @blragnar да уметь мужик развлекаться. это вы не на танчик ездить виртуально)),1
близняшка такой стесняшка :d я у тёмненький спросить куда надо нажать в экселе - она отпроситься в туалет с слёзка :dd,1
еле доехать до учёбы( не мочь в гора подняться на 105 хорошо что друг мой  ты за я приехать,0
она трогать мой муж этот шлюха(,0
"rt @katrin_mandarin: ""ести я ты не нравиться  уестись  я не исправлюсь"" цитата великое королей.. :d",1
судить по информация на страница павел дуров можно сделать вывод: николай дуров не признать свой брата:-d ,1
это надо же быть  в вчерашний приступ ночное голод  сожрать весь что быть на завтрак. остаться только чаять :(,0
rt @afopyminu: пока курить на балкон  насчитать нарушитель пдд на 18000 рублей. иснуть бы гаишник знать — они бы удавиться ;),1
@bond_vikabond лола прям как я я тоже никогда не знать :( печально...,0
@brok_e @_vikakomarova_ весь уже давно знать  что только два),1
гы)) пончик))) а ведь мочь и назавтра новость про ремикс оставтить  в один день с манделый быть бы некрасиво)))))) завтра тоже нервничать)),1
@alinaa_13 у я примерно так же)) но фу  в прошлое год 73% быть  а тут сложный бред дали. фе.,1
прошлое не вернуть  а воспоминание весь равно оставаться :((( http://t.co/we0smt01jm,0
говорят  что когда у вы на нос прыщ значит вы кто-то любит.надеяться что он именно благодаря тебе),1
хуита. на каждый действие просить пароль. я это не нравится:(,0
вчера по мой внешность предположить  что у я армянский корни. где? о_о,0
извращаться с пристёгивать рюкзак весь же приедтся((,0
с 13 февраль в кинотеатр,1
весь свой носить с себя ) хороший штука весь же #dropbox. кто ещё не в тема - регистрироваться и получать бонус ) https://t.co/wz9ldhqnqo,1
@skobaaaa я не мочь нигде он найти скачать(,0
rt @pytulegaviro: а вот подумать  мы вырастить  а наш мама не станет!!!что же без они быть делать(((,0
@tatsianadobriya всё-таки зря не пришлый :(,0
@sergeylazarev как жаль   что жить далеко от москвы((( а то бы с удовольствие забрала(,0
писать твит с телефон потому что комп просто адски зависать :(,0
прочитать весь интервью бородатый засранца:d http://t.co/6igdj9kpbf,1
"в раздевалка мой спортзал такой странный фоновый музыка всегда играть  как будто мы в ""властелин колец""  ну вот честно %)",1
@moniq_alisha думать  мы ещё не раз увидеться :))) и да  ты большой молодечик  и у ты весь-весь получиться :),1
rt @holly_wo_od: тить тить трали валить #mtvstars justin bieber,0
rt @rabaneriled: пиво с сметана - новое средство набрать килограммы)),1
@irishkamikhal @lenaignatkina @natusik16 @eco_novator @stro4inova @laskinaira он голос-с он мой сердце всегда поёт!)http://t.co/qdwx06o2cb,1
galimzhan moldanazar есть в твиттере. @moldanazar если кома интересно),1
и пусть мент с досада бить ухо по щека  и дом смотреть мультик в система пал-секам%) не с они мозги просчитать под,1
жуйка и жаббир быть играть роль твиттереть клиент для s60. :),1
мамонт и киселев: анализ  вывод прогноз аплодисменты в студии... в итог событие всегда принимать другой оборот. морочить человек мозги.(,0
в 4 час утро выйти на балкон. посмотреть на небо. показаться красяво. решить сфотать. выложить в контакт)),1
@pesaltrava ахахи скучно((( ты когда вернешься?,0
весь уже на дискача а я дома;( не отпустили;(,0
rt @tsooyka: у весь есть два половина  даже у олег есть чирок  а я один :-(,0
rt @fcbayernru: @bundesligarus согласный  опять на германия =) http://t.co/a4oolk1jez,1
а че тогда умрешь? :-) ты быть жить долго  пока не умереть сегодня ночью :-) :-),1
@dima_ryzhov сам придумать или опять сборник анекдот прятать где-то? )))),1
rt @nikta3908: бояться  такой темп я скорее сам этот реклама обрежу:( http://t.co/gdnrmou38e,0
в магазине.... - у вы мука есть? - есть - дать пожайлуст пачка жевачек) ,1
"хороший сосед - это когда в первое час ночь есть о чем поговорить и посмеяться.ь музыка любимый одна.ь когда есть ""маленький бурундучок"":d",1
@d_babich @borman_ru пусть умник сказать  куда этот отход девать!(((,0
вживую узнать  что на macbook air нет кнопка del. а весь ещй надеяться на цельность это мир :(,0
strong  you and i  little white lies....теплый постелька... твиттер... вот за что я любить ночь^_^ #mtvstars one direction,1
@sashulyacat @menshova_k @_yulyayulya_ блиина а я только зайти домой с школы:((((,0
господин флексера  очень важный ваш мнение. есть в язык haxe такой штука  как enums ( инта,0
@varvarasmith изиззиз ито ми #яненормальныйчиловик),1
rt @xikaluzaxipu: весь жизнь работа :( даже когда не на работа  а только идти  весь равно уже на работа  т.к. фига одеть косуха ибо это не,0
да мой любимый маршак зарелизиться  хоть и с новый вокалист (,0
хотеть спать  но если мама прийти  а я спать то она подумать  что я совсем страх потерять  толком не учиться и спать постоянно :((,0
rt @lenakatina: наш друг семья умереть от рак вчера! :(человек  следить за здоровье и проверяться чаще... весь желать здоровья!!!,0
@evgeeeeeniya @aleksusha5752 @yanasheronova_ не переживать написать вы тест изложение сочинение:),1
а тем время у я пара по английскому. на который я снова скучно (( ибо весь знаю...,0
хотеть мазд 3. автомат правда от 720 тыс. :(,0
когда выходить из школа я просто мег эпичный упал!! порвать лямка на портфеле(( ребята ржать надо я весь дорога хd,0
@agishevaaa неужели они ещё более убогоужасающебесполезный действо(((,0
@dyosdv некоторый сцена  пожалуй  абрам не раз повторял)),1
это про манделу. а в чем по ваш главный достижение манделы? @_aisana: @bazhkenova отличный материал! как всегда любопытный взгляд:),1
ужасно болеть спин сидеть аж больно хотеть домой:(,0
@systemmeltdown_ зачем ты я фоткаешь?((,0
прикольный исполненение дизайн пластинка агутина:))))),1
только что птица залететь в окно. почти сразу вылететь  но неприятно( думать  что надо не настраиваться на плохое.,0
@kangelina99 я вчера 2 час в пробка простояла(,0
купить пара зелёный бананов. думать  деликатесный фрукт. :) оказаться — овощ  который ещё готовить нужно.,1
хотеть в владимир найти переходничок mini dvi - vga. зря надеяться на новогодний чудо :(,0
...подойти спросить у хороший парень на деревня чей песня  я ученица 9-го класс он лейтенант я бояться подумать искать повод познакомиться...(,0
после апргрейд на i3 виртуалка стать утыкаться в hdd ;(,0
@great1great мда :-( сам растроелась. просыпаться  а у я температура.,0
"я думать это весна  а это оттепель!! тема ""оттепели"" ургант не покидать два день :d #вечернийургант",1
у я монитор только половина экран показывает(,0
на улица классный погода... я умудриться заболеть....хм..как же я плохо пожелейте меня(,0
@dizzyshake но ты отказаться увидеться((( это слишком даже для блонди(((,0
@lovebug_vh ой ты здесь:*ураааа)))надо одеваться:* как ты?,1
блин с этот заправка картридж начать ощущать неконтролируемый чувство гнева. когда сковывать разум и ты расхерачивать весь к чёрт (,0
вдруг такой желание напиться возникнуть ... дом только 5 бутылка шампанский (((((((((((((((((((,0
@everydayhater что за судьба? небось на евромайдан собрался?),1
оказываться что если сделать тиша музыка в наушник то можно услышать что ты звать мама :d,1
не нужно быть давать даша такой вещь как говорить #cоседов((ь объяснить я почему она весь песня улыбалась?т быть что то веселое? #хфактор,0
уломать ир подстричь я  продать волос и свалить куда-нибудь. ахахи  как раз мама успокоится:d,1
@holygirlflash на следующий неделя устроить он фотосесия ,1
@timakovaaaa ты хоть в понедельник придёшь?:(,0
скоро начаться пожирание шоколадный дед морозов ),1
rt @radio_of_moon: приобретать горячий путёвка  быть осторожный http://t.co/ueegx3i3pi,0
rt @leqakedugeno: быть пить чаять вместе с жена :-),1
честно я не знать как я быть дальше...(((,0
@woooodpecker_ @real_v_n @swagkidrauhl13 я че весь пать пропустил?((,0
@ny_believe с днём рожденияяяяяяяяяяяяяяяяяяяяяяяяяяяяять *_* всего всего ты ) любить ты &lt;3,1
мой город такой андэровый) любить он http://t.co/ybkt49rshr,1
"rt @sarujenecoj: себя новый альбом с фотография без дата  назвать он ""бездатый фотки"")) http://t.co/wkgyozrokm",1
в следующий воскресение у я день рождения. в прошлое год поздравление быть ну очень много  надеяться в это быть столько же;;;))),1
@only_069 я вапщий мелочий мнить 13 ) 11 апрель будить 14,1
учимся(( @ корпус «а» кубгт http://t.co/p4djurijfr,0
rt @bad_tomat: олень какашка кидается((((,0
rt @do_orpie: я сейчас два раз блокировать за нарушение я бояться #mtvstars 30 seconds to mars,0
сидеть через телефон - весь пишут..заладить через комп - игнора :(,0
почему красивый мужчина геи. мэт бомер  эх :( http://t.co/bbs7jf1tqk,0
да что за наваждение такое? слишком долго. я устала( хватить в сон приходить к мне(,0
@keyboardwarr1 это не интересно  а грустно и страшно: вырождаться мужчины((,0
кто последний - тот и папа ,1
у я перестать воспроизводиться фильмы!( что делать?,0
теперь до среда я предстоять разогнать сервер в разы. начинать :-),1
@lucykaramorik вроде как удаться закрыть чемодан с весь шмотьем)) надеяться он не открыться где-нить по путь в другой страна,1
@anskaya_e ну почему не узнаю?! я так тронута!) взаимно:***,1
вот какой боль((9(99(((9((9( под резать крыло птичка любви((9(9(99((9( и сам лайкнуть запись гениально быть тп http://t.co/ets1zg9nbe,0
ранний я думать что нет ничто худой экзамен по право потом зачёт по тп  потом экзамен по философии...ный я ошибалась...зачёт по экономии((,0
@december_1543 фигово(( я уже не болею((,0
@collinsolin я же слушать мкр( #echelonlovesfathers,0
пожалуй начать читать  а то что-то в это год весь мимо пропускать  расслабился(,0
сделать ещё пара заказов) почта россия  пожалуйста быстрый работай...,1
@viteblanka сегодня :d спокуха  главный  что я узнавать ты,1
@johnnie_bigioni @sheverua )))) а я се пара футболка и толстовочка заказать  вот только гемор с доставкой...,1
""" как ты она от другой кореец отличаешь..? - да у нея глаз большой "" улыбнуть :)",1
любить сидеть в поезд с музыка жаль что ехать мало (((,0
спасибо мой ульяша за сегодняшний вечер я он с ты провести восхитительно))обязательный повторим),1
на улица -7  дом батарея еле теплые(( россия,0
@sombra145 ну я понимать  что это комплексный понятие. к слово  спортзал это самый быстрый и простой способ поднятие самооценки),1
ууу: есть план на завтра? ххх: нет. ууу: договорились! :),1
немного подкачать звук и ряд стоящий девушка с длинный языками) а в целое это быть просто легендарно!!!,1
то ли поцелуй эфемерный то ли счастие - как-то не чувствовать и весь тут (,0
@_simple_smile_ любить чизкейка  задерживать дыхание на 3 минута :),1
@la_nephrite потом :( оно сейчас страшное.,0
@satikazanova из сати снежный королева не получиться  потому что сердце у она горячее))❤,1
@nast_bar @aizadolmatova качественный часы с хороший механизм и крутой дизайн не мочь стоить дешёвый !!!;( к сожаление,0
@queen_mandarin даа бывать такой конечно с: главный в время отключиться от посторонний всего х),1
c там полустарьё  полумертвецы.... гавный короче быть :),1
@soul_sale ну! никакой изюминка и хреновый игра больший часть актёр :(,0
ну почему я так грустно сейчас? хотеться погрызть камень или пожевать земля от досады(,0
что-то я хуёвый думать о тот   что сегодня надо быть выбрать (,0
у я весь хорошо..жалить  но я вы нечего порадывать)) http://t.co/ojmaskydd7,1
@babayka_masha @yellow_lisa у я мишка стоить ряд  я он когда увидеть хорват вспомнить лол:d,1
большой всего я на линукс не хватать 3-х вещей: фотошоп  айтюнс и лингво... =(,0
@katebelyash зачем ты это рассказываешь? я так хотеть посмотреть и насладиться...(((,0
когда кто то обидит...он подойти сзади и просто обнимет...ничий не говоря...после это так хорошо) #teamfollowback,1
сладко-сладко дрыхнуть в домике. нет чтобы ночью быть тихоня  жопа мелкий :))),1
обманывать егорчика( блин не уметь ты готовить корова!,0
биология  что ты делаешь((( #-1000кнастроение,0
@zoia20 можно подумать  вы там спать в 11 вечер :d,1
rt @gvenetrous: @do_or_die_xxx я желать ты ночи. я только пришёл. единорожок и голубой птичка ты в сон,0
сегодня зачёт по экономика  а я даже не открывать учебник :(,0
у я такой прекрасный настроение  что сам шутить - сам смеяться  и  чуть ли не плач от смеха.:d,1
уже какой день не мочь от телек оторваться))))универ смотрю...,1
на 2011 год в база imdb числиться 5760 названий. :),1
сидеть на работа в перчатках. на улица минус 10  из щель в окно дуть  а отопление весь нет. сраный воздвиженка(((,0
@doom83319027 хаахи ты плакать из-за математики...:)))),1
обычно я шутить на тема  на который шутить не положено(,0
страшно терять близкие друзей=( а ещё страшный родственников:(,0
играть с девка в снежать  даша весь в снегу:d #люблюснег,1
обидно... когда терять подругу(( ну что поделать..замен я нашла((,0
такой чувство  что быть на базар - полный сумка мандарин ),1
незрелый  неуравновешенный личность. sounds like me :),1
знать бы что сегодня быть тянуть витуха в новый комната  взять бы на работа котэ :),1
@xappu_ctyjiec я не знать  я хотеть придумать оригинальный юн((( как у ты,0
весь жизнь тоже грызть ногти. но не так как нормальный человек  неет. под мясо. до кровь :d,1
rt @tina_kandelaki: rt  если вы тоже любить лето!) http://t.co/9xw3kypdyr,1
@yulia_ostapchyk ну  уж  простить  конкретный ничто сказать не могу:),1
@knjazevan @lykiryanova дать она бензинчик  посмотреть что тогда она сказать )...,1
если бы строитель строить дом так же  как программист писать программа  один залететь дятел разрушить бы весь цивилизация .),1
@be_yourselfonly страна продажный дебил  не весь конечно  но большинство((,0
самый приятный в отношениях-это начало... :(,0
юля  аня  даня  гриша  ваня споки:ть весь вечер с вы протрындел  спокспокспокииия заи)))))))))))))),1
посмотреть голодный игра один часть не  весь таки два лучше) а вообще это адекватно так посмотреть два часть а потом только перую)ха,1
@holy_bastard1 я так себя :) не  она смешной и весь такой  но песни...,1
@hearthstone_ru дать пл3 ключик  а то не приходить уже 3ий месяц(((,0
: @gvozdika я не смотреть официальный сми :) но штоэто?,1
@aroomka @ushloe странно  никогда не засматриваться на педикюрный область ),1
@masha_hardcore машаа((( что у ты случилось? беречь себя ,0
#читаювзаимно #взаимныйфолловинг дирекшионер обязать я зафолловить :|,0
выяснить  что мой wifi-роутереть не мочь обслуживать более 20ть dns-запрос одновременно :(,0
@alisinjaa надо быть поговорить по повод подарок на рождество :-d,1
главный - щемануть  похуй в какой позе)) http://t.co/14c1gpw0vj,1
2:54 не спиться мне.. я кекс буду:d http://t.co/v9feuphcf7,1
как бы убить время на паре... лаба сделать давно :(,0
rt @petro_mushtuk: событие в украина глаз русский журналистов!:) #євромайдан #ukraine #україный #киїть #сми http://t.co/9lpkpkcnpf,1
rt @_jetset__: весь илитка собралась))) http://t.co/oo6s4yo3nh,1
весной в томск :3 хотеть-хотеть :3 только надо сперва таня спросить о это :d,1
rt @rikanibipax: потерять свой верный флешек на 16gb. на 99% уверенный  что дома. но уже который день не мочь найти :( мочь не дом весь же?,0
rt @nehinolefaq: лафа на рынок закончилась. опять за игра больший деньга хотят. :-(,0
лечь с родной в 4 утро она спать а я так и не смочь уснуть(,0
